FEATURE_NAME,PRIM_LAT_DEC,PRIM_LONG_DEC,ELEV_IN_M
Ashley Mountain,48.2809875,-114.7121149,1918
Avalanche Butte,46.7560457,-111.4863427,2344
B Peak,47.8439556,-115.2569185,1843
Babcock Mountain,46.6812951,-113.6376322,1941
Baboon Mountain,45.2294478,-110.2335103,3126
Bachelor Mountan,45.0690845,-113.1525262,2298
Bailey Hill,45.3174077,-105.8706688,1288
Baker Mountain,45.5421521,-110.2357344,2223
Bald Eagle Peak,48.1240175,-115.6493009,2328
Bald Hill,47.2531083,-114.9731332,1577
Bald Hill,48.4605316,-113.2703725,1701
Bald Hills,46.9696698,-111.1299378,1855
Bald Knob,45.5342055,-110.8495212,2357
Bald Mountain,45.0592633,-110.6170323,2601
Bald Mountain,45.8763238,-112.3340552,2013
Bald Mountain,48.1946093,-114.4761501,1294
Bald Mountain,48.9319072,-114.7180926,2139
Bald Rock,48.2623493,-114.4673487,1223
Bald Top Mountain,46.0955499,-113.9354749,2237
Baldhead Mountain,48.2310365,-113.3731581,2372
Baldy,46.3182508,-112.9941049,2739
Baldy Mountain,45.3560522,-113.0265017,3222
Baldy Mountain,45.7659574,-110.9438852,2708
Baldy Mountain,46.7077113,-113.9806675,1833
Baldy Mountain,47.6215982,-114.8251001,2272
Baldy Mountain,48.0251592,-114.2889812,1515
Mount Baldy,46.4401917,-111.2476147,2888
Mount Baldy,46.7381845,-113.4195301,2115
Mount Baldy,47.1666598,-115.0345228,2103
Mount Baldy,48.3183405,-113.1541315,2346
Mount Baldy,48.8343307,-115.9249385,1992
Ballard Hill,46.4818362,-112.9848243,1943
Bandbox Mountain,46.965118,-110.4834493,2468
Banfield Mountain,48.5576121,-115.4494491,1862
Mount Baptiste,48.1277757,-113.6343152,2556
Bar Hill,45.0478985,-108.2522561,1322
Bar Z Peak,47.9966074,-114.9276269,1918
Barb Mountain,45.4822163,-112.9456833,3185
Barbour Hill,45.5870212,-112.9497196,3030
Bare Cone,45.7192356,-114.4122131,2383
Bare Hill,46.0482487,-113.7470087,2667
Bare Mountain,45.1960125,-109.4793797,3018
Bare Peak,45.8474121,-114.4053553,2831
Baree Mountain,47.9587064,-115.5293501,1843
Barker Mountain,47.0892551,-110.6721665,2526
Mount Barnaby,48.9144048,-114.9037598,2076
Barren Peak,48.0252824,-115.413749,1638
Barrier Buttes,48.374107,-113.4262162,2259
Bartleson Peak,46.6727224,-110.1540678,2288
Bartlett Mountain,47.5011306,-113.3424914,2341
Basin Peak,47.7596539,-115.1398577,1747
Bass Peak,46.5776915,-114.3185148,2698
Bassoo Peak,47.8509321,-114.7878309,1945
Battery Mountain,48.0542187,-113.7487787,2105
Battle Mountain,46.2762809,-111.0565114,1946
Beacon Mountain,47.9914938,-113.539096,1635
Beals Mountain,45.6049197,-112.8436294,2736
Bear Mountain,45.9104742,-113.008448,2636
Bear Mountain,46.2167737,-110.5628584,2379
Bear Mountain,46.2235501,-112.3289929,2234
Bear Point,46.923934,-114.7280417,1188
Bearhead Mountain,48.4240693,-113.3561105,2563
Beartooth Mountain,45.0606646,-109.5683598,3763
Beartrap Mountain,48.7832885,-115.2465466,1711
Beartrap Peak,46.4953919,-110.7611527,2506
Beaver Hill,47.9099868,-113.3862883,1845
Beaver Point,45.5342345,-114.3374329,2260
Beaverhead Mountain,46.0003831,-113.3992161,2941
Beavertail Hill,46.7210766,-113.5863581,1245
Beecher Peak,47.837281,-115.6804319,1369
Beehive Rock,45.4916572,-109.7193293,1634
Beetle Hill,48.8073914,-115.6155304,1491
Belmont Point,47.0635367,-113.6022968,2029
Belt Park Butte,46.9727463,-110.8222566,2125
Belton Hills,48.5219855,-113.9299129,1930
Belton Point,48.4329861,-113.9661208,1946
Bender Point,45.7818531,-113.7150389,2564
Bennie Hill,48.0752976,-112.830368,2348
Benson Peak,47.8147449,-115.2437537,2043
Bent Mountain,47.9835861,-113.4077671,2210
Berkins Butte,46.8076027,-111.1804513,1422
Berray Mountain,48.139155,-115.8287854,1882
Big Baldy Mountain,46.9684506,-110.6064415,2798
Big Bill Mountain,47.9439488,-113.3748997,2025
Big Butte,46.0193643,-112.5589001,1920
Big Creek Baldy Mountain,48.6349351,-115.545526,1762
Big Deer Point,46.8781864,-110.6165674,2485
Big Hawk Mountain,48.0919412,-113.853809,2293
Big Hole Peak,47.6061066,-115.0758194,2119
Big Hoodoo Mountain,48.222198,-115.5419648,1588
Big Horn Mountain,44.9236181,-111.7998761,3127
Big Horn Mountain,47.0546761,-110.89771,2338
Big Loaf Mountain,48.244666,-115.6487583,2311
Big Lodge Mountain,48.1642092,-113.2084232,2331
Big Mountain,45.1779896,-109.9026682,3462
Big Mountain,45.6936507,-112.4750851,2684
Big Mountain,48.5060783,-114.3479614,2079
Big Point,45.5727112,-113.1061169,2211
Big Pryor Mountain,45.1605011,-108.4695571,2676
Big Rock,45.7999191,-112.9461353,1748
Big Timber Peak,46.0243776,-110.2615722,3279
Bighorn Mountain,48.0307694,-112.9469938,2489
Bilk Mountain,46.6639814,-111.4669213,2248
Billiard Table,48.1210577,-115.9431042,2015
Billie Butte,46.1985752,-110.4938803,2380
Bison Mountain,46.3950784,-112.3963294,2444
Bison Mountain,48.4651819,-113.3102527,2388
Black Bear Hump,47.7766018,-113.3831194,1902
Black Bear Mountain,47.7788711,-113.346559,2351
Black Bear Point,46.1404707,-113.9167384,2295
Black Butte,44.9039937,-111.8550461,3205
Black Butte,45.1897856,-108.7433074,1569
Black Butte,45.3610162,-109.779566,2581
Black Butte,45.6702679,-109.9950867,1881
Black Butte,45.9461896,-112.0688679,1741
Black Butte,46.0627145,-110.1737909,2341
Black Butte,46.2938696,-111.2037865,2014
Black Butte,46.7780191,-110.9409536,2064
Black Butte,48.8645241,-115.1251132,1234
Black Butte,45.2668567,-109.5904355,2533
Black Buttes,47.3567818,-110.5699869,1412
Black Lion Mountain,45.6296636,-112.988188,3175
Black Mountain,45.1629217,-111.5293326,2648
Black Mountain,45.1729741,-113.4669855,2797
Black Mountain,45.4713346,-110.4664499,3337
Black Mountain,46.0847445,-110.4182614,2834
Black Mountain,46.3089415,-112.5806416,2443
Black Mountain,46.9986761,-112.8369811,2275
Black Mountain,47.0473949,-113.6754642,2112
Black Mountain,47.3770546,-113.1626095,2479
Black Mountain,45.3392346,-113.0028025,2847
Black Pyramid Mountain,45.072231,-109.3994823,2616
Black Sheep Mountain,45.9535407,-112.353477,2086
Black Top,48.9277768,-115.8911823,1978
Mount Blackmore,45.4445427,-111.0035673,3090
Blackrock Peak,47.2112081,-114.4362157,2322
Blacktail Hills,47.054871,-110.4188266,1754
Blacktail Hills,48.3128773,-113.4003054,1848
Blacktail Mountain,46.0296446,-111.0760477,2551
Blacktail Mountain,47.1750819,-115.0104615,1868
Blacktail Mountain,48.0106903,-114.3642168,2059
Blacktail Peak,47.2713743,-113.8353186,2454
Blacktail Peak,47.917434,-115.3351522,1860
Blacktail Point,46.0941507,-114.0448159,1966
Blaine Mountain,48.2756675,-114.0881391,2196
Blaze Mountain,45.3685504,-111.4120648,3165
Blizzard Hill,46.2514503,-112.5714259,2333
Bloody Dick Peak,45.1530702,-113.3231564,2986
Bloody Hill,48.0397982,-112.8686973,2444
Blue Mountain,45.9713038,-113.8411759,2272
Blue Mountain,48.4984947,-115.4528245,1844
Blue Point,46.9382092,-113.8565002,2075
Bluff Mountain,46.6814628,-110.2545184,2509
Boat Mountain,44.8981358,-111.3422533,2763
Bobcat Mountain,45.6192497,-113.2321308,2794
Bockman Peak,48.236887,-115.6670919,2490
Bold Peak,47.9226203,-114.8278114,1931
Boles Point,47.1129809,-113.6761888,1941
Boner Knob,45.7350923,-112.9659215,2319
Bonner Mountain,46.8637359,-113.7964759,2077
Boone Mountain,45.5250279,-110.0458345,2732
Boorman Peak,48.1802296,-114.5323464,1652
Border Peak,47.9015923,-115.153686,1653
Boulder Baldy,46.5560718,-111.3273845,2724
Boulder Mountain,46.5438022,-111.351146,2686
Boulder Mountain,48.8254033,-115.4500617,2150
Boulder Mountain,45.3764101,-110.3544716,3232
Boulder Peak,45.8468866,-114.3427905,2986
Boulder Point,45.8375856,-114.2890063,2354
Boulder Point,47.0684893,-113.8356007,2209
Boundary Mountain,48.4334211,-115.1384784,1813
Bow Mountain,47.9545055,-113.064517,2383
Bowers Peak,48.0207503,-115.0756976,1357
Bowl Mountain,47.986318,-112.9248477,2509
Boyd Mountain,47.0629912,-113.3767407,1500
Boyd Mountain,47.3349237,-115.2245744,1627
Mount Bradley,45.5201527,-111.9756111,3157
Mount Bradley,48.1687464,-113.4593874,2238
Branham Peaks,45.5308654,-111.9879681,3196
Breakneck Mountain,45.3420694,-110.1559465,3113
Bridger Peak,45.7792939,-110.9382628,2630
Brooks Mountain,47.4246774,-115.2954136,1740
Brown Sandstone Peak,47.5175667,-113.2042574,2297
Brownie Point,47.6202105,-113.4992349,2510
Browns Mountain,45.3670938,-106.4524163,1264
Browns Peak,45.1687109,-113.2696284,2735
Brownes Peak,45.5636133,-112.8900859,2688
Bruce Mountain,47.8701013,-113.618776,2337
Bruin Peaks,48.1985271,-113.1511977,2358
Brush Mountain,48.2240238,-115.3856622,1782
Bucks Nest,45.0094942,-111.7457053,2563
Buffalo Jump,45.2379146,-108.2807466,1405
Bugle Mountain,47.1451987,-112.8217619,2491
Bull Mountain,45.0400424,-110.4239476,2515
Bulldog Mountain,45.6590928,-112.347504,1978
Bullet Nose Mountain,47.4555484,-113.3185996,2567
Bullock Hill,46.3526123,-111.8884574,2416
Bullshoe Mountain,48.2250032,-113.2253489,2442
Bum Shot Mountain,48.0746712,-112.8614331,2296
Bungalow Mountain,47.7847918,-113.15582,2480
Bunker Hill,47.8390646,-113.4536617,1806
Bunker Hill,48.8047238,-115.5050789,1981
Burley Peak,46.7446643,-110.3110848,1955
Burnt Fork Pinnacle,47.2530628,-114.6119497,2038
Burnt Mountain,45.2162205,-109.4460893,2404
Burnt Mountain,45.9335001,-112.8281624,2553
Burnt Mountain,46.6766421,-113.6029807,1942
Burnt Top,45.1214375,-111.202589,2661
Mount Bushnell,47.4836255,-115.370518,1816
Butch Hill,45.3517413,-113.3115739,2487
Butcher Mountain,45.2089525,-109.5510955,3099
Butcher Mountain,47.4674332,-113.2644949,2210
Butcherknife Mountain,47.0182179,-110.5653524,2421
Cabin Mountain,46.9068998,-110.5871436,2496
Cable Mountain,48.1387618,-115.6206237,2087
Cable Mountain,46.2315346,-113.21316,2482
Calf Robe Mountain,48.3876155,-113.3330114,2421
Call Mountain,45.4932299,-112.8609791,2745
Calvert Hill,45.8505336,-113.1681315,2371
Calx Mountain,48.2029473,-115.1359749,1993
Mount Cameahwait,48.2284592,-113.6989816,2402
Cameron Peak,47.4432303,-115.3645123,1861
Camp Mountain,45.5017715,-113.3302319,2661
Canyon Mountain,45.3640095,-112.8108463,2291
Canyon Mountain,45.6010458,-110.674378,2446
Canyon Peak,46.2447814,-114.3539089,2785
Canyon Peak,47.908839,-115.5251824,1928
Capitol Mountain,48.0461897,-113.3162025,2395
Carbonate Mountain,45.3073343,-110.270947,2819
Cardinal Peak,47.3801099,-113.3678977,2609
Mount Carey,44.8443422,-112.0746286,2921
Caribou Mountain,48.9929247,-115.5132881,2088
Carmine Peak,47.4424471,-113.5401321,2598
Carney Peak,48.0200349,-115.5684339,2182
Carter Mountain,47.5602411,-110.5251982,1671
Cascade Mountain,44.7975106,-111.8337653,2863
Casey Peak,46.428988,-111.8191787,2591
Castle Butte,45.6442772,-110.0357289,1919
Castle Mountain,45.100295,-109.6344482,3848
Castle Mountain,46.4611481,-110.7115782,2432
Castle Reef,47.6624392,-112.7030822,2538
Castle Rock,45.7616453,-105.8928479,1063
Castle Rock,47.9672101,-114.8346275,1903
Castle Rock,45.7174189,-114.4667831,2355
Castle Rock Mountain,45.0991347,-109.6555778,3782
Cataract Peak,47.8005616,-115.3996162,1893
Cathedral Peak,45.3315813,-109.9862593,3235
Cathedral Peak,47.8237102,-113.3168814,2330
Cave Mountain,47.9037415,-112.7468928,2297
Cayuse Hill,47.0312005,-114.3701518,1128
Cayuse Mountain,47.472156,-113.2022695,1632
Cedar Mountain,45.2265868,-111.5116734,3280
Cedar Peak,46.8783191,-114.8324147,1787
Cedar Peak,47.6680056,-113.9377389,2311
Center Hill,45.6198964,-110.8008841,2232
Center Mountain,48.8531565,-114.4363682,1600
Chaffin Butte,46.3360377,-114.0247194,1516
Chair Mountain,48.0488335,-113.199507,2155
Chalice Peak,45.3121842,-110.0751129,3396
Chalk Butte,48.8516529,-112.6392389,1316
Charcoal Mountain,45.7830647,-112.7790783,2029
Charity Peak,47.0798158,-114.1269782,1992
Charlotte Peak,47.572297,-113.3901031,2451
Cherry Peak,47.4880202,-115.1699749,2239
Chestnut Mountain,45.6054812,-110.8818939,2342
Chicago Peak,48.0734861,-115.6871476,2128
Chief Peak,48.6552013,-115.7051207,1543
Chimney Rock,48.0065951,-115.8441761,1309
Chipmunk Peak,47.8541332,-113.5452698,2210
Choteau Mountain,47.9333542,-112.71281,2558
Chute Mountain,47.7874409,-112.6937225,2333
Cinnabar Mountain,45.1034889,-110.8036851,2188
Cinnamon Bear Point,46.5573514,-113.7666895,2147
Cinnamon Mountain,45.1301996,-111.2682746,2812
Circle Mountain,45.1298358,-111.4575091,2588
Circus Peak,48.0934439,-113.6103609,2382
Clack Mountain,47.9829259,-113.0768897,2308
Clark Mountain,47.5422958,-115.3123147,1539
Clark Mountain,48.7741088,-115.8512828,1955
Clay Butte,46.5268809,-110.8665857,1625
Clay Mountain,48.733075,-115.6730315,1529
Cleft Rock Mountain,48.9048867,-114.5310751,2223
Clements Mountain,48.6923575,-113.7409591,2672
Cleve Mountain,45.6121114,-112.9244851,2906
Cliff Mountain,46.3652637,-112.501573,2554
Cliff Point,48.7568977,-115.3243258,1379
Cliff Point,45.9395784,-113.6092233,2540
Clingback Mountain,48.9013438,-115.3215507,1930
Cloudrest Peak,45.545917,-112.0725191,3091
Cobden Peak,47.1085293,-114.7485347,1323
Coffin Butte,46.3449426,-110.2235083,1903
Coffin Mountain,44.7772658,-111.3635539,3040
Columbia Mountain,48.3463673,-114.0979486,2200
Columbine Peak,45.20619,-110.1512,3136
Comb Butte,46.3758711,-110.5204185,1806
Combest Peak,47.3753644,-114.9545027,1709
Comers Butte,47.4027665,-110.7056993,1657
Comet Mountain,45.4596855,-113.0443013,3114
Como Peaks,46.001858,-114.3514668,2914
Con Kelley Mountain,47.9504641,-113.7743104,2200
Condor Peak,48.0152256,-113.442212,2214
Cone Peak,44.927825,-111.1907059,2946
Cone Peak,47.649656,-113.2786655,2234
Coney Peak,47.6826232,-114.7683659,1884
Congdon Peak,46.0860712,-113.7710485,2712
Conger Point,47.2018786,-113.0858752,2355
Conical Peak,46.0552507,-110.3314656,3277
Conn Mountain,48.6372223,-115.8101031,1675
Mount Conner,48.327939,-114.8512208,1895
Cook Mountain,47.7538217,-114.9209586,2048
Cooney Mountain,47.5791853,-113.6200949,2648
Cooney Peak,48.9963379,-115.9148164,2027
Copper Mountain,45.4248049,-112.0404654,2232
Copper Mountain,48.384124,-115.89022,1030
Cottonwood Mountain,46.222221,-112.6414519,2123
Cougar Peak,47.7446619,-115.3834552,2041
Council Hill,46.8713057,-114.103456,1002
Count Peak,47.3353563,-113.3956128,2632
Courthouse Mountain,45.1328658,-109.9514176,3265
Mount Cowen,45.3891061,-110.4858512,3412
Coxcombe Butte,46.7229137,-110.9384008,2063
Coyote Hill,45.8030353,-112.4608351,2235
Coyote Peak,45.8678287,-114.0344044,1524
Coyote Peak,46.8754663,-110.5897736,2435
Crater Mountain,46.9240843,-114.9027543,2345
Crater Mountain,48.1160663,-113.9111623,2067
Crazy Mountain,45.0386636,-109.7125959,3088
Crazy Peak,46.0180927,-110.2766158,3415
Crescent Mountain,47.2992297,-113.4356153,2625
Crevice Mountain,45.0438492,-110.592371,2698
Crimson Peak,47.3016136,-113.3270852,2526
Cripple Horse Mountain,48.4338124,-115.1757675,1652
Crooked Mountain,48.10678,-112.9051978,2221
Crossover Mountain,48.0327219,-113.5581336,2014
Crow Mountain,45.2102297,-109.5925051,2954
Crow Peak,46.2940188,-111.903756,2868
Crowell Mountain,48.2703806,-115.7652129,2128
Crown Butte,47.1372197,-110.9916678,2038
Cruiser Mountain,47.999655,-113.1409782,2445
Cruzane Mountain,47.4195299,-115.4952463,1483
Crystal Cross Mountain,45.2065702,-110.9518522,2173
Cube Iron Mountain,47.686964,-115.2908675,2188
Curly Bear Mountain,48.1971405,-113.0804024,2417
Cutaway Mountain,46.0305474,-113.3648983,2807
Cutoff Mountain,45.0319222,-110.1156054,3254
Cyclone Peak,48.7244074,-114.3145647,1838
Cyr Peak,46.9949434,-114.6396861,1677
Dad Peak,48.1624361,-115.7170946,2068
Daisy Peak,46.6732317,-110.3291798,2369
Daly Peak,47.0915719,-112.8562308,2534
Daughter of the Sun Mountain,47.3444599,-113.8498702,2675
Davey Butte,46.2026537,-110.4590936,2509
Davis Mountain,48.5051972,-115.0146502,1845
Davis Mountain,48.9381807,-115.9678719,2311
Davis Point,46.7168324,-113.9442965,1734
Dead Mountain,45.7039446,-112.0471359,2710
Deaf Jim Knob,45.0589673,-110.8453528,2505
Mount Dean Stone,46.8021397,-113.9728727,1891
Deemer Peak,47.4833377,-114.7694565,1906
Deep Mountain,48.8096824,-114.7962538,2258
Deer Butte,47.1041588,-111.1895981,1922
Deer Creek Point,45.5772825,-114.4234299,2552
Deer Lodge Mountain,46.3583098,-112.9494345,2976
Deer Mountain,44.6618705,-111.5763785,2600
Deer Mountain,46.0260255,-114.0550714,2221
Deer Peak,45.4918617,-113.3369847,2795
Deer Peak,46.9130419,-114.571411,2043
Deerhorn Mountain,47.734185,-115.0892562,1443
Mount Delano,45.5234814,-110.4712797,3084
Derby Mountain,45.5830701,-109.8800833,2150
Desert Mountain,48.4314193,-113.9664725,1958
Desolation Peak,47.0024478,-111.1479941,2152
Devils Footstool,46.8617572,-111.1374801,1621
Devils Hump,48.2213331,-113.4836476,2333
Devine Peak,47.2517157,-113.370315,2444
Dexter Point,45.3945349,-110.5472394,3100
Diamond Butte,44.554071,-112.4197101,2255
Diamond Butte,45.2491651,-105.9327088,1313
Diamond Mountain,46.9007557,-113.6725806,1312
Diamond Peak,48.6855732,-114.5420758,2225
Diamond Point,46.8911577,-114.3048688,1518
Dickie Peak,45.8971499,-112.9821639,2777
Dineen Hill,46.3975778,-114.1973439,1126
Divide Mountain,44.8091561,-111.7809617,2904
Divide Peak,45.4030776,-110.9750173,3065
Dixie Peak,47.6627486,-115.6783346,1458
Dixon Mountain,44.696777,-112.7681449,2947
Dog Mountain,48.5847665,-114.6195982,1125
Doherty Mountain,45.9003742,-111.8855379,1947
Dome Mountain,45.1895234,-110.8620591,2613
Dome Mountain,48.362198,-115.7524811,2299
Dome Shaped Mountain,46.3057491,-113.7811849,2639
Dominic Buttes,46.3192453,-113.9100681,2430
Dominic Point,46.3243452,-113.9389882,2310
Dooley Mountain,48.6982831,-115.8322206,1417
Doonan Peak,48.2948466,-115.7784818,2082
Doran Point,45.9464615,-114.0421618,1908
Doris Mountain,48.3036029,-114.0772197,2261
Double Mountain,48.4002363,-113.6531489,1837
Dougherty Butte,45.6616847,-112.4986137,2041
Douglas Mountain,46.4964102,-113.1518442,1908
Mount Douglas,45.3066134,-110.139556,3440
Downing Mountain,46.2332293,-114.3006816,2649
Driveway Peak,47.5872235,-115.5769197,1953
Drury Peak,47.4043424,-115.1050635,1666
Dry Lake Mountains,45.7816149,-112.0463976,1943
Dry Mountain,45.964236,-112.2122971,2124
Dry Park Mountain,48.0630014,-113.5895245,2194
Dunham Point,47.1717894,-113.2291302,2043
Dunn Peak,48.3367033,-115.2260029,1758
Dunsire Point,48.4042863,-114.8129106,1881
Dusty Peak,48.9901967,-115.7323968,1734
Dutch Hill,46.3168664,-114.2111272,1221
Dutchman Mountain,45.3285289,-112.7958266,2233
Dutchman Peak,44.9305403,-111.4611248,3335
Eagle Peak,47.2831639,-115.3828653,2225
Eagle Point,46.3823569,-113.7998651,2441
Eagle Rock,45.9286068,-106.5872466,1020
Eaglehead Mountain,45.2238939,-111.1238387,3041
Ear Mountain,47.8232504,-112.6900274,2608
East Goat Mountain,46.3844359,-113.0250155,2790
East Goat Peak,45.9560878,-113.3795545,3169
East Hill,46.6685316,-113.5839643,1869
East Peak,47.4256212,-110.468319,2134
East Peak,45.7457532,-112.4383324,3016
Pintler Peak,45.9482857,-113.504462,2845
East Pryor Mountain,45.1682814,-108.3351082,2674
East Saint Marys Peak,47.3024255,-113.911753,2863
East Spread Mountain,47.1601688,-113.0544662,2408
Echo Mountain,47.1047151,-112.8799724,2575
Echo Peak,44.94278,-111.4644212,3432
Eddy Mountain,47.5419782,-115.1880613,2116
Edith Peak,47.1206493,-114.2541639,2064
Mount Edith,46.4317287,-111.1861607,2893
Edna Mountain,48.6912323,-114.9673685,1405
Edwards Mountain,48.6224874,-113.7874793,2759
Eightmile Peak,47.7553056,-115.6945761,1895
El Capitan,46.0072189,-114.3968389,3041
Elbow Mountain,48.1767531,-113.1152345,2175
Electric Peak,46.3422673,-112.4981117,2542
Elephant Peak,48.0884317,-115.6320787,2419
Elephant Rock,46.6689056,-110.1265032,2030
Elephanthead Mountain,45.5521974,-110.4178798,2874
Elk Creek Point,47.4990956,-113.8078599,1479
Elk Mountain,44.6557953,-111.6084738,2477
Elk Mountain,44.7597146,-113.1376865,3104
Elk Mountain,45.13716,-109.6102678,3733
Elk Mountain,45.5380665,-110.0181658,2588
Elk Mountain,45.5511713,-111.4612382,2015
Elk Mountain,45.9354853,-110.4629672,1944
Elk Mountain,47.885957,-115.4269955,1725
Elk Mountain,48.2622493,-113.723992,2251
Elk Mountain,48.3065941,-113.4443473,2385
Elk Mountain,48.4555037,-114.9148646,2006
Elk Mountain,46.735284,-113.7843783,1884
Elk Peak,46.4527135,-110.7532464,2607
Elk Point,47.5385809,-115.2893679,1541
Elkcalf Mountain,48.2843857,-113.2979526,2320
Elkhorn Peak,46.3073819,-111.9205976,2868
Ellis Mountain,45.5785647,-109.9475421,2273
Ellis Mountain,47.0338623,-114.451858,1809
Ellis Peak,44.7487724,-112.9991528,2956
Mount Ellis,45.5774698,-110.9559567,2542
Mount Ellsworth,48.4362988,-113.3691024,2613
Mount Elmo,46.2771445,-110.4486437,2469
Mount Emerine,46.1876161,-113.6339177,2631
Emerson Peak,46.4028908,-112.0036356,1601
Emerson Peak,47.4511492,-113.1359407,2040
Emery Hill,48.3944812,-113.9330614,1649
Emigrant Peak,45.2628655,-110.7071016,3324
Emma Peak,47.6293695,-115.6434819,1953
Engle Peak,48.0091313,-115.6196734,2310
Enos Mountain,45.5683011,-110.0498946,2288
Esmeralda Hill,46.6876056,-112.4304797,2124
Essex Mountain,48.2645142,-113.6641945,2130
Evergreen Mountain,45.5996529,-109.9682274,2176
Fairview Peak,45.9564098,-110.2776845,3098
Falls Point,45.7001907,-114.0667339,2433
Family Peak,48.1485617,-113.0236669,2467
Fan Mountain,45.2978566,-111.523519,3134
Fatman Mountain,48.1020121,-115.9831484,1235
Fault Peak,47.5568206,-113.1882954,2371
Fawn Peak,47.1832604,-113.6286845,1734
Feather Woman Mountain,48.2277335,-112.9597775,2314
Feeder Mountain,48.6057816,-115.818731,1858
Felix Peak,48.1963129,-113.6640843,2436
Fenn Mountain,47.2171562,-113.1244879,2509
Mount Field,48.1177758,-112.9833426,2611
Finger Mountain,44.981789,-111.492512,3269
Firefighter Mountain,48.3331346,-113.8784341,1728
Fish Peak,46.0053888,-113.3357738,3119
Fisher Mountain,45.0659739,-109.9590382,3118
Fisher Mountain,48.2274493,-115.3498703,1655
Fisher Peak,47.3649305,-113.4956205,2688
Fisher Point,46.4113173,-113.66503,2111
Fishtail Butte,45.4013849,-109.7135592,1764
Flagstaff Mountain,48.4814012,-115.7120549,1847
Flame Peak,47.5136619,-113.3919845,2470
Flanders Mountain,45.4385034,-110.944759,3042
Flat Top Mountain,48.0299955,-115.5989453,2322
Flatiron Mountain,44.8476175,-111.6746327,2528
Flatiron Mountain,44.9710633,-111.7869469,3019
Flatiron Mountain,47.455755,-113.1794477,1954
Flatiron Mountain,48.6749814,-115.665977,1799
Flattop Mountain,45.195073,-111.3868268,2822
Flattop Mountain,48.2953197,-113.3298654,2026
Mount Fleecer,45.8263081,-112.8019185,2873
Flower Point,48.3615042,-115.6290836,1308
Foolhen Mountain,45.7511791,-113.192641,2768
Foolhen Mountain,47.3073179,-113.1409846,2601
Ford Hill,47.4597507,-115.6179554,1604
Forks Lookout (historical),48.5980165,-114.3453999,1983
Forster Mountain,48.1934995,-113.4922869,2397
Fortress Mountain,45.1672117,-111.1106131,2980
Fosseum Mountain,48.0152154,-115.2934864,1398
Fossil Mountain,47.426573,-113.2366308,2528
Fossil Peak,44.7934041,-111.8604342,2734
Fox Mountain,46.2940635,-112.3625472,2273
Fox Mountain,48.4349564,-114.7809659,1882
Fox Peak,46.1018598,-113.7660703,2677
Mount Fox,45.1213226,-109.9302327,3430
Franklin Hill,46.3206784,-113.26616,2076
Mount Frazier,48.0177444,-112.7519819,2531
Freezeout Mountain,44.8444813,-111.7249777,2923
Friday Hill,48.7140722,-115.9167749,1701
Fridley Peak,45.3845511,-110.9378548,3090
Fritz Mountain,48.1063317,-115.2565384,1761
Froze-to-Death Mountain,45.1902138,-109.7593294,3583
Mount Furlong,48.221007,-113.5157117,2252
Gable Peaks,48.0399637,-113.1754876,2345
Gallatin Peak,45.3681648,-111.3657799,3356
Garden Ridge,48.63797,-115.4574261,1798
Gardner Butte,45.3233543,-105.8693953,1315
Garfield Mountain,44.5202582,-112.6210388,3343
Garnet Mountain,45.4264687,-111.2067152,2515
Garnet Peak,47.6132083,-113.4476709,2479
Garrett Hill,45.3196393,-113.0605221,2420
Garrity Mountain,46.1457775,-113.0900143,2455
Garver Mountain,48.9290585,-115.7946832,1786
Gash Point,46.4332607,-114.3205424,2709
Gateway Points,48.0296669,-112.9864378,2092
Gem Peak,47.9137228,-115.9072324,1858
Giant Hill,46.3069161,-111.6875289,1892
Mount Gibralter,48.8827384,-114.8509798,2170
Gibson Peak,46.9963472,-110.4677004,2455
Gildart Peak,47.84044,-113.6660593,2412
Glacier Peak,45.1497176,-109.8494188,3762
Glacier Peaks,47.3598391,-113.898293,2869
Glacier View Mountain,48.6257529,-114.176784,1859
Gladiator Mountain,47.631086,-113.1587448,2504
Glendale Butte,46.2587552,-111.7011394,1809
Goat Mountain,45.4289828,-113.0325727,2785
Goat Mountain,45.7126375,-112.7435622,1983
Goat Mountain,46.193073,-110.5584551,2372
Goat Mountain,46.1992807,-114.2450851,1819
Goat Mountain,46.3831208,-113.0658104,2830
Goat Mountain,47.3281723,-113.8649556,2495
Goat Mountain,47.3378569,-113.3429818,2694
Goat Mountain,47.436584,-115.3589339,1823
Goat Mountain,48.2187714,-113.141497,2493
Goat Mountain,48.4064156,-115.9735543,1650
Goat Peak,47.6051937,-113.9753049,2437
Goat Peak,47.9983844,-115.5945434,2097
Gobblers Knob,45.8492213,-110.7047746,1867
Gold Butte,44.8906899,-111.6323246,2222
Gold Creek Peak,47.0667224,-113.6993111,2199
Gold Hill,45.6014025,-109.9410475,1905
Gold Hill,45.7621421,-112.5318854,2344
Gold Hill,45.7815866,-112.1019247,1712
Gold Hill,48.5843911,-115.5159913,1688
Gold Peak,47.2954036,-115.3791932,2142
Golden Mountain,46.6407533,-113.5847971,2017
Goldflint Mountain,45.9604458,-112.38205,2392
Goodspeed Butte,45.3116977,-106.0349555,1208
Goodwin Mountain,46.0084418,-112.1828304,2114
Gordon Mountain,47.4217181,-113.2403695,2549
Gospel Hill,46.2407839,-112.6037976,2231
