FEATURE_NAME,PRIM_LAT_DEC,PRIM_LONG_DEC,ELEV_IN_M
Duncan Hill,38.720838,-106.4875219,3576
Fitzpatrick Peak,38.6982356,-106.4516629,3992
Emma Burr Mountain,38.7335434,-106.4167273,4128
Mount Aetna,38.5863437,-106.3206359,4187
Taylor Mountain,38.583365,-106.2995017,4164
Missouri Hill,38.5856954,-106.2751841,3872
Lost Mountain,38.5845456,-106.2652076,3843
Carbonate Mountain,38.6268465,-106.2855536,4162
Calico Mountain,38.6198682,-106.3126532,3944
Cyclone Mountain,38.6333239,-106.2924721,4141
Grizzly Mountain,38.6456728,-106.3113817,4178
Boulder Mountain,38.6802012,-106.2928128,4124
Chrysolite Mountain,38.6660481,-106.3448886,3908
Pomeroy Mountain,38.6272123,-106.3414853,4005
Sewanee Peak,38.6110845,-106.3438339,4002
Granite Mountain,38.58752,-106.3976862,3832
Monumental Peak,38.5925739,-106.3580714,4076
Central Mountain,38.6016135,-106.3781554,3775
Mount Mamma,38.6765384,-106.3175526,4131
Mount Chapman,38.6255981,-106.3856183,3884
Van Wirt Mountain,38.6059333,-106.3647358,3968
Brittle Silver Mountain,38.6054113,-106.3738622,3806
Paywell Mountain,38.6039289,-106.3863816,3738
Syncline Hill,38.5508651,-106.3162119,3477
Vulcan Mountain,38.5769513,-106.3517694,3956
Clover Mountain,38.5683217,-106.344707,3945
Stella Mountain,38.577499,-106.4031562,3821
Contact Hill,38.5518002,-106.3692665,3531
Bald Mountain,38.552633,-106.3505266,3919
Banana Mountain,38.5488626,-106.3355077,3757
West Point Hill,38.5326913,-106.3883063,3249
Lake Hill,38.5307135,-106.3740331,3527
Little Baldy,38.5817467,-106.4809587,3460
Sawmill Hill,38.6997685,-106.4262557,3588
Mount Shavano,38.6189805,-106.2392197,4335
Jones Peak,38.6313247,-106.2251498,4148
Mount White,38.6568616,-106.2374875,4159
Mount Antero,38.6740472,-106.2462488,4343
Mount Princeton,38.7491503,-106.2424463,4327
Sheep Mountain,37.9467189,-106.7315899,3687
Mesa Mountain,37.9036412,-106.6350951,3953
Bowers Peak,37.9508245,-106.5894942,3795
Boot Mountain,37.920209,-106.5414384,3786
Lookout Mountain,37.987121,-106.4799208,3506
Storm King Mountain,37.9498331,-106.4142551,3308
Pool Table Mountain,37.8297169,-106.6919756,3725
Pine Cone Knob,37.8149205,-106.5757562,3283
Lions Head,38.3791962,-106.6336348,3119
Tomichi Dome,38.4849211,-106.5289089,3498
Quakey Mountain,38.4435332,-106.4564706,3186
Pahlone Peak,38.4806649,-106.2582183,3862
Mount Peck,38.4772637,-106.3035821,3721
Peel Point,38.4621376,-106.2889884,3701
Agency Peak,38.260552,-106.8686844,3574
Sawtooth Mountain,38.273944,-106.8674479,3702
Razor Creek Dome,38.3158796,-106.7168202,3516
Green Mountain,38.2903165,-106.6477582,3332
Deer Hill,38.2808215,-106.6679315,3052
West Baldy,38.2988527,-106.5506411,3490
Big Hill,38.3659312,-106.5732042,3126
Green Mountain,38.3571101,-106.5260037,3140
Middle Baldy,38.3147115,-106.5052989,3563
Long Branch Baldy,38.3221025,-106.4738221,3652
Sargents Mesa,38.28211,-106.3950627,3575
Windy Peak,38.3519373,-106.265292,3623
Mount Ouray,38.4227445,-106.224689,4260
Methodist Mountain,38.4522149,-106.0175684,3569
Poncha Mountain,38.4772059,-106.0616281,3089
Whale Hill,38.3216091,-106.1033039,3710
Mount Manitou,38.3299257,-106.1144757,3698
Flagstaff Mountain,38.2755915,-106.1996072,3676
Baxter Mountain,38.2820901,-106.2387731,3576
Antora Peak,38.3249764,-106.2181113,4041
Hayden Peak,38.2749934,-106.1039417,3698
Raspberry Peak,38.2770641,-106.1338343,3164
Burnt Mountain,38.3341341,-106.0902651,3544
Round Mountain,38.3414659,-106.1245189,3670
Porphyry Peak,38.3557166,-106.1519115,3526
Sheep Mountain,38.3333518,-106.2140933,3916
Chipeta Mountain,38.4477617,-106.2407153,4109
Cochetopa Dome,38.226756,-106.71462,3393
Trickle Mountain,38.1561027,-106.395298,3089
Sheep Mountain,38.2436726,-106.2312327,3198
Bonita Hill,38.2188917,-106.199863,3211
Saguache Peak,38.1513995,-106.1078094,3217
Willow Mesa,38.0311083,-106.9081254,3824
Baldy Chato,38.0387941,-106.9419999,4086
Stewart Peak,38.0229514,-106.9236042,4263
Baldy Alto,38.0053017,-106.9215083,4177
Hat Mountain,38.0186516,-106.5137861,3241
Mount Lion,38.0563277,-106.4074578,3172
Lake Mountain,38.0102695,-106.3989116,3215
Spruce Mountain,38.0351857,-106.3573708,3311
Tracy Mountain,38.01938,-106.2997631,3356
Cyclone Mountain,37.8100796,-106.5113324,3101
Blue Mountain,37.8338155,-106.477912,3454
Eagle Mountain,37.8156758,-106.4069691,3186
Twin Mountains,37.7766964,-106.4712246,3210
Sentinel Peak,37.6748794,-106.6882578,3100
Agua Ramon Mountain,37.7296279,-106.5889413,3309
Grouse Mountain,37.5923752,-106.7008649,3102
Cattle Mountain,37.573056,-106.699476,3307
Demijohn Peak,37.5610038,-106.6711853,3259
Fox Mountain,37.5064199,-106.7434915,3515
Ribbon Mesa,37.532949,-106.6789486,3319
Del Norte Peak,37.5897211,-106.5633636,3775
Horseshoe Mountain,37.5668746,-106.4101327,3332
Poison Mountain,37.5106908,-106.4488093,3651
Ute Peak,37.7538217,-106.8023187,3310
Bulldog Mountain,37.8705486,-106.9525775,3343
Mammoth Mountain,37.8797252,-106.9024488,3552
San Luis Peak,37.9867825,-106.9312952,4272
Nelson Mountain,37.9149619,-106.9367856,3688
McKenzie Mountain,37.8845555,-106.9842031,3578
Campbell Mountain,37.8914153,-106.9247574,3322
Bachelor Mountain,37.8829026,-106.9448808,3309
Organ Mountain,37.9911957,-106.8952915,4209
Twin Peaks,37.9278644,-106.7718042,3793
Table Mountain,37.5856801,-106.8535157,3868
Sawtooth Mountain,37.5659128,-106.8774475,3840
Mount Hope,37.5435381,-106.8707378,3906
Metroz Mountain,37.6189737,-106.8175713,3626
Tie Hill,37.5919674,-106.7804152,3406
Heart Mountain,37.5280572,-106.7855878,3299
Monument Peak,37.698279,-106.9541378,3249
Fisher Mountain,37.6570329,-106.9374489,3920
Copper Mountain,37.6994816,-106.8853743,3649
Turret Peak,37.7013522,-106.8540325,3254
Elk Mountain,37.7102754,-106.7778106,3383
Trout Mountain,37.6631391,-106.7917842,3638
Beautiful Mountain,37.6173455,-106.9274462,3895
South River Peak,37.574041,-106.9815081,4007
Prospect Mountain,37.385057,-106.6271009,3733
Telluride Mountain,37.3849438,-106.5465019,3417
Lookout Mountain,37.3895862,-106.5926981,3799
Cropsy Mountain,37.4087871,-106.5963097,3832
Elephant Mountain,37.4133284,-106.5611402,3601
South Mountain,37.4193153,-106.6014607,3820
North Mountain,37.4505444,-106.6046452,3884
Bonito Mountain,37.4470975,-106.5332342,3709
Burro Mountain,37.4452774,-106.5161395,3687
Grayback Mountain,37.4610877,-106.5572942,3847
Cornwall Mountain,37.3810936,-106.4919927,3749
Silver Mountain,37.4311326,-106.421565,3782
Marble Mountain,37.4613766,-106.4823563,3697
Sheep Mountain,37.4622672,-106.4381897,3808
Windy Mountain,37.4661102,-106.4019704,3846
Bennett Peak,37.4833324,-106.4339159,4026
Pintada Mountain,37.49687,-106.4025489,3916
Greenie Mountain,37.4399255,-106.2689315,3403
Lion Point,37.4489848,-106.3209846,3381
Summit Peak,37.3504765,-106.696844,4053
Montezuma Peak,37.3731471,-106.6915895,4001
Conejos Peak,37.2886454,-106.5708586,4011
Mammoth Mountain,37.3361667,-106.5129959,3470
Forest King Mountain,37.3423664,-106.5417155,3372
Klondike Mountain,37.356667,-106.5794712,3526
Willow Mountain,37.3257647,-106.427204,3626
Red Mountain,37.3441198,-106.4392944,3664
Black Mountain,37.1748306,-106.4191479,3417
Neff Mountain,37.0302577,-106.4388255,3320
Jarosa Peak,37.0701234,-106.4608995,3587
Osier Mountain,37.0218566,-106.3195919,3276
McIntyre Peak,37.11846,-106.3521602,3213
Squaretop Mountain,37.2585998,-106.8063928,3587
Blackhead Peak,37.2890029,-106.7740529,3810
Nipple Mountain,37.2965411,-106.7716711,3672
Treasure Mountain,37.4559479,-106.8239416,3629
Saddle Mountain,37.4406464,-106.9578957,3666
Sheep Mountain,37.4797288,-106.9019555,3774
V Mountain,37.1302731,-106.7864965,3284
Chama Peak,37.0403167,-106.6289351,3662
Flattop Mountain,37.2047117,-106.729234,3486
Navajo Peak,37.092428,-106.7336553,3440
Banded Peak,37.1047901,-106.6270978,3895
Elephant Head Rock,37.1362041,-106.7150046,3005
Mount Pisgah,38.7558164,-105.2177297,3168
Mineral Hill,38.7643767,-105.1754843,3119
Copper Mountain,38.779521,-105.1835838,3116
Rhyolite Mountain,38.7824826,-105.1666386,3278
Carbonate Hill,38.7627601,-105.1644156,3150
Sentinel Point,38.8404047,-105.1044146,3812
Sachett Mountain,38.8210488,-105.0238989,3838
Sheep Mountain,38.7930201,-105.0544535,3779
Cow Mountain,38.7581369,-105.084947,3398
Straub Mountain,38.6933341,-105.1471066,3064
Grouse Mountain,38.6956572,-105.1793934,3013
Squaw Mountain,38.7148059,-105.1465493,3160
Guyot Hill,38.7249998,-105.1632164,3010
Ironclad Hill,38.7423148,-105.1435788,3222
Globe Hill,38.747221,-105.1522985,3180
Big Bull Mountain,38.7151836,-105.1121272,3305
Brind Mountain,38.6939395,-105.1169146,3200
Crown Point,38.6460625,-105.0056731,3026
Thirtynine Mile Mountain,38.8325431,-105.5553094,3518
Dicks Peak,38.7954223,-105.6405867,3269
Saddle Mountain,38.8317299,-105.4664357,3284
Castle Mountain,38.8050294,-105.4294464,3070
Witcher Mountain,38.7609027,-105.4314352,3044
Big Baldy Mountain,38.5588198,-105.8930897,3275
Bull Hill,38.6311945,-105.8752936,3093
Jack Rabbit Hill,38.6202823,-105.8856589,3234
Cameron Mountain,38.6302583,-105.9153823,3351
Green Mountain,38.6602538,-105.9797412,3119
Waugh Mountain,38.6024035,-105.695505,3566
Stoney Face Mountain,38.5816324,-105.7408035,3468
Loco Mountain,38.5734403,-105.6431087,3418
Burris Mountain,38.5786657,-105.6277243,3287
Green Mountain,38.5349305,-105.6604581,3041
West Antelope Mountain,38.6652326,-105.5866542,3055
Thirtyone Mile Mountain,38.7026117,-105.5465466,3139
Hammond Peak,38.7174345,-105.6104339,3064
Black Mountain,38.718372,-105.6877274,3551
Cover Mountain,38.7407963,-105.4717335,3094
Hunts Peak,38.3831653,-105.9456659,3984
Twin Sisters,38.3524993,-105.9018959,3968
Bushnell Peak,38.3413305,-105.8894663,3993
Nipple Mountain,38.2663644,-105.7971763,3719
Galena Peak,38.3086454,-105.8687816,3798
Red Mountain,38.3676356,-105.920453,3958
Burned Timber Mountain,38.4601847,-105.7574503,3075
Simmons Peak,38.4207571,-105.9839563,3674
Park Mountain,38.4980798,-105.7383267,3043
Rito Alto Peak,38.1028552,-105.6613426,4201
Hermit Peak,38.0913219,-105.6550621,4065
Spread Eagle Peak,38.1252369,-105.6435197,4090
Gibson Peak,38.0732512,-105.7124365,3911
Eureka Mountain,38.0788557,-105.640726,4114
Venable Peak,38.054987,-105.62974,4064
Mount Owen,38.1390672,-105.7138646,4066
Thirsty Peak,38.2093525,-105.7363423,4027
Eagle Peak,38.2295131,-105.722325,4026
Electric Peak,38.1817942,-105.7082234,4144
Mount Niehardt,38.1764827,-105.7198475,3917
Cottonwood Peak,38.2193019,-105.7563867,4141
Stull Mountain,38.2233422,-105.1961793,3051
Adobe Peak,38.208481,-105.1921619,3100
Holt Mountain,38.207774,-105.1655374,3015
Hardscrabble Mountain,38.1917043,-105.1962002,3171
Rudolph Mountain,38.1397194,-105.1564788,3151
Spring Mountain,38.05603,-105.6124742,3879
Comanche Peak,38.0427542,-105.614869,4043
Horn Peak,38.0386046,-105.5861083,4088
Little Horn Peak,38.025136,-105.5839066,4007
Fluted Peak,38.0244548,-105.6014082,4129
Mount Adams,38.0074935,-105.6047205,4242
Round Mountain,38.0908299,-105.2413749,3367
Wixson Mountain,38.0965718,-105.2128743,3393
Piltz Mountain,38.067311,-105.247892,3127
Antelope Mountain,38.0601323,-105.2353286,3274
Gobblers Knob,38.0788098,-105.1670131,3284
Deer Peak,38.0414133,-105.1851556,3527
Round Top Mountain,38.1114285,-105.1099173,3106
Saint Charles Peak,38.020125,-105.1162017,3594
Colony Baldy,37.9954733,-105.5603276,4178
Crestone Peak,37.9668126,-105.5853945,4360
Humboldt Peak,37.9761388,-105.5550716,4286
Broken Hand Peak,37.9568452,-105.566751,4136
Milwaukee Peak,37.9477379,-105.5513657,4119
Pico Aislado,37.9443552,-105.5589626,4156
Music Mountain,37.9366607,-105.5486848,4063
Marble Mountain,37.9550532,-105.5332571,4043
Milwaukee Hill,37.8938083,-105.5907898,3226
Cleveland Peak,37.9044132,-105.5432036,4075
Beck Mountain,37.9477384,-105.484751,3278
Middle Knob,37.919397,-105.45894,3107
Loco Hill,37.9239618,-105.4478122,3002
Snowslide Mountain,37.9152977,-105.4912253,3557
Blueberry Peak,37.903438,-105.478426,3663
Blizzardine Peak,37.9004206,-105.4788403,3629
Huckleberry Mountain,37.8970494,-105.4593339,3343
Carbon Hill,37.889819,-105.4479877,3225
Greenhorn Mountain,37.8814419,-105.0131865,3762
North Peak,37.9014313,-105.032226,3725
Mount Herard,37.8491266,-105.4944793,4068
Mount Zwischen,37.7912548,-105.4553718,3660
Carbonate Mountain,37.6938666,-105.4813357,3752
Green Mountain,37.6622909,-105.3889929,3470
Slide Mountain,37.6393923,-105.3701036,3751
Iron Mountain,37.6374665,-105.253904,3479
Sheep Mountain,37.682382,-105.1919998,3235
Twin Peaks,37.5900774,-105.5190616,4140
California Peak,37.6142324,-105.4988059,4218
Iron Nipple,37.5936098,-105.4548716,4100
Mount Lindsey,37.583803,-105.4446957,4286
Ellingwood Point,37.5824644,-105.4926087,4286
Blanca Peak,37.5775609,-105.4855987,4373
Hamilton Peak,37.5581908,-105.4749152,4161
Lone Rock Hill,37.5945975,-105.3336078,3031
Buck Mountain,37.5349326,-105.3704035,3050
Rough Mountain,37.6023436,-105.1599909,3394
Mount Mestas,37.5829166,-105.1473417,3528
Silver Mountain,37.6153149,-105.1033866,3209
Cat Mountain,37.3955598,-105.2993797,3041
Harrison Peak,37.4011166,-105.1722179,3533
North White Peak,37.3758795,-105.0790937,3090
Ojito Peak,37.3281393,-105.2842099,3189
Park Mountain,37.3603013,-105.1616846,3555
Steep Mountain,37.3412545,-105.1585448,3666
Teddys Peak,37.3409254,-105.1661954,3831
Trinchera Peak,37.2888207,-105.1646339,4119
Boyd Mountain,37.3349053,-105.1041184,3164
Middle White Peak,37.3655629,-105.0816156,3150
South White Peak,37.3499004,-105.0815313,3187
Culebra Peak,37.1222185,-105.1857672,4279
Red Mountain,37.1122702,-105.1810648,4237
Vermejo Peak,37.0942666,-105.1909788,4186
Purgatoire Peak,37.0725151,-105.2105519,4167
Almagre Mountain,38.7911855,-104.9934459,3774
Mount Rosa,38.7541649,-104.9480185,3507
Mount Garfield,38.8075661,-104.9475282,3332
Mount Arthur,38.8094271,-104.9419095,3293
Marys Mountain,38.8342326,-104.9734071,3006
Cameron Cone,38.8314886,-104.9545178,3264
Black Mountain,38.6893111,-104.9586835,3091
Green Mountain,38.6965496,-104.9630204,3085
Blue Mountain,38.6938473,-104.915991,3004
Mount Big Chief,38.7375312,-104.974409,3417
McKinley Peak,38.7260605,-104.9367376,3182
San Luis Peak,38.7264154,-104.932485,3180
Mount Vigil,38.7267102,-104.9221214,3063
West Spanish Peak,37.3756661,-104.9936861,4140
East Spanish Peak,37.3933807,-104.9198151,3865
Mount Arps,38.638517,-106.3799303,3773
Greg Mace Peak,38.9981793,-106.8286423,3829
Vail Mountain,39.604917,-106.3568145,3429
Rinker Peak,39.0367696,-106.4401248,4201
Challenger Point,37.9804151,-105.6066013,4295
Mount Tweto,39.322155,-106.1693687,4163
Mount Sneffels,38.0038447,-107.7922734,4313
Olga Little Mountain,37.4553434,-107.9842719,3485
Riley Mountain,39.3307303,-106.6942126,3150
Father Dyer Peak,39.4310757,-106.1050089,4149
Twining Peak,39.1347111,-106.5633965,4178
Vagneur Mountain,39.2831634,-106.818469,3163
Willoughby Mountain,39.1428257,-106.9950346,4000
Royal Mountain,39.5373165,-105.5667014,3503
Malemute Peak,39.0202457,-106.8440447,4060
Mount Shimer,39.0952613,-106.727803,3761
Precarious Peak,39.016773,-106.9621296,4076
Ryder Peaks,40.3677898,-106.4632981,3001
Miranda Peak,37.151239,-105.1666627,4099
Mariquita Peak,37.2376933,-105.152797,4091
De Anza Peak,37.2241423,-105.1590357,4065
Kiowa Peak,40.0477893,-105.6244377,4041
Mount Marcy,38.1460792,-105.6762157,4113
Lakes Peak,38.1998078,-105.7269419,4076
Mount Otto,38.3274668,-105.8823489,3918
Turner Peak,38.819828,-106.3786886,4028
Lambertson Peak,38.9619192,-106.7541066,3975
Soda Mountain,40.5515068,-106.7170017,3296
Tijeras Peak,37.9243792,-105.5403514,4147
Mount Maxwell,37.2491585,-105.1535687,4060
Popes Nose,37.5709713,-107.4004925,3382
Harts Peak,37.6922117,-107.9894404,3821
Long Trek Mountain,37.385925,-106.6801126,3919
Cuatro Peak,37.2584786,-105.1543781,4114
Francisco Peak,37.1823189,-105.1660234,4008
Beaubien Peak,37.1966389,-105.1663677,4017
Mount Machebeuf,39.7210886,-105.8568768,3904
Mount Rhoda,37.7657739,-107.6054125,4092
Mount Poor,38.6396878,-106.4011875,3795
Mount Helmers,38.6445033,-106.417603,3918
Mount Oklahoma,39.1786227,-106.5061727,4223
Threemile Mountain,38.8613217,-105.6370366,3052
Half Peak,37.8641412,-107.4665664,4211
The Spider,39.7092122,-106.3128393,3864
Loge Peak,39.1424141,-106.8735138,3546
Pecks Peak,38.9750267,-106.3618083,4043
Napoleon Mountain,38.6988511,-106.4645042,3834
Gold Hill,38.7118898,-106.4761282,3626
Carbonate Hill,38.7373615,-106.4918319,3333
Jack Hall Mountain,38.5437936,-105.7857555,3368
Darley Mountain,37.9827669,-107.5881045,4040
Agate Mountain,38.7889777,-105.7883275,3049
Columbus Mountain,40.8798789,-107.1921393,3126
Black Mountain,40.7834559,-107.368797,3308
Red Elephant Mountain,40.8823173,-106.6484675,3526
Buck Mountain,40.8678077,-106.7390051,3468
Sand Mountain,40.7543945,-107.0467954,3309
Owl Mountain,40.4684071,-106.0417396,3337
Gould Mountain,40.523031,-105.9911175,3165
Lone Spring Butte,40.1297182,-106.8109965,3125
Rat Mountain,39.9685437,-107.3738017,3454
Trappers Peak,39.941579,-107.2505342,3653
Little Marvine Peaks,39.9830956,-107.3240789,3641
Derby Peak,39.9735892,-107.1253188,3715
Sheep Mountain,39.9225437,-107.1332681,3731
Big Mountain,39.7669459,-107.8491422,3014
Basalt Mountain,39.4127556,-107.01198,3310
Baldy Mountain,39.3105662,-107.5027911,3153
The Flat Tops,39.1247932,-107.7195482,3276
Sheep Mountain,39.0651605,-107.1228567,3549
Treasure Mountain,39.0241946,-107.1226861,4125
Red and White Mountain,39.6990776,-106.5099129,3409
Tenderfoot Mountain,39.6355492,-106.003489,3489
Hardscrabble Mountain,39.5172226,-106.8021677,3404
New York Mountain,39.5083087,-106.6183791,3822
Wichita Mountain,39.5724966,-106.128174,3309
Chief Mountain,39.5903537,-106.1557168,3466
Lone Cone,37.8880251,-108.2557101,3845
Wilson Mesa,37.9374537,-107.9529892,3079
Last Dollar Mountain,38.0008198,-107.9602271,3390
Ruffner Mountain,38.0073949,-107.8830736,3992
Iron Mountain,37.9877649,-107.8661643,3880
Middle Peak,37.855238,-108.1125434,4043
Cameron Peak,40.624778,-105.8947235,3696
Mummy Mountain,40.4751891,-105.6236243,4087
Terra Tomah Mountain,40.3765138,-105.748437,3869
Deer Mountain,40.3795363,-105.584198,3053
Apiatan Mountain,40.247549,-105.9429519,3150
Pagoda Mountain,40.2493047,-105.6262588,4109
Sawtooth Mountain,40.1269906,-105.6254444,3746
Lonesome Peak,40.081024,-105.7495058,3230
Parrott Peak,37.3751285,-108.1028425,3614
Chalk Mountain,39.3706493,-106.2000242,3663
Bald Eagle Mountain,39.2519268,-106.4341193,3626
Sievers Mountain,39.1156323,-106.9449042,3888
Smuggler Mountain,39.1460602,-106.7315848,3639
Richmond Hill,39.1263769,-106.8139763,3518
Chittenden Mountain,39.968281,-105.6224487,3309
Colorado Mountain,39.8752072,-105.5879597,3312
Yankee Hill,39.8294254,-105.6219355,3421
Pile Hill,39.861092,-105.6244357,3318
Mount Bethel,39.7099144,-105.8785694,3870
Sherman Mountain,39.7197029,-105.7491623,3749
Brown Mountain,39.7065784,-105.7494063,3505
Pendleton Mountain,39.6823651,-105.7513848,3736
Lenawee Mountain,39.6299475,-105.8550197,4029
Lincoln Mountain,39.7494831,-105.7110635,3163
Santa Fe Mountain,39.7104576,-105.4716739,3210
Brewery Hill,39.5024474,-105.9682113,3468
Glacier Mountain,39.562606,-105.8782922,3793
Sheep Mountain,39.4996071,-105.8796599,3806
Michigan Hill,39.387732,-105.839622,3088
Crooked Top Mountain,39.4596093,-105.5124898,3186
Grouse Mountain,39.4298171,-105.5067842,3016
Miller Mountain,37.4631359,-107.6259462,3575
Endlich Mesa,37.5140763,-107.5973787,3802
Graham Peak,37.497218,-107.3761543,3824
Grassy Mountain,37.3720725,-107.4963248,3139
Hastings Mesa,38.0525236,-107.938496,3088
Marcellina Mountain,38.9298852,-107.2438002,3457
Smith Fork Mountain,38.7493337,-107.3963648,3451
Big Sand Mountain,38.7483181,-107.4763703,3182
Haystack Mountain,38.725326,-107.3022866,3360
Sheep Mountain,38.7323149,-107.376207,3612
Jarosa Mesa,37.9258254,-107.2250431,3676
Deep Creek Mesa,37.9605653,-107.8580613,3028
Silver Mountain,37.8770686,-107.8313584,4105
Flattop Mountain,37.7457377,-107.9482848,3687
Graysill Mountain,37.6759747,-107.8706358,3770
North Eolus,37.6254409,-107.6210325,4285
West Silver Mesa,37.5814736,-107.6281538,3830
Calf Creek Plateau,38.126227,-107.2070515,3859
Sunshine Mountain,38.0011143,-107.5118432,3954
Double Top,38.8866528,-106.8390035,3713
Palmer Mesa,37.8753797,-106.7059813,3761
Cooper Mountain,38.3741532,-106.8397522,3057
Goodrich Peak,37.6247219,-106.7466988,3226
Beaver Mountain,37.6012293,-106.6253945,3514
Snowshoe Mountain,37.7497241,-106.9014343,3659
McClelland Mountain,37.7490891,-106.7968333,3318
Seven Parks,37.735292,-106.9137347,3529
Table Mountain,37.9994623,-106.7711385,3630
Handkerchief Mesa,37.4905569,-106.6491972,3604
Hogback Mesa,37.5019108,-106.5770364,3734
Pinorealosa Mountain,37.0602818,-106.3766881,3343
Stoll Mountain,38.9930361,-105.5084804,3313
Raspberry Mountain,38.9071122,-105.1241411,3236
Nipple Mountain,38.6401297,-105.1254441,3047
Arkansas Mountain,38.1190953,-105.2638966,3221
Sperry Mountain,38.0930521,-105.2494307,3332
Little Baldy Mountain,38.0032254,-105.5850182,3948
Raspberry Mountain,37.4122962,-105.1287323,3429
Napoleon Peak,37.3739753,-105.1687779,3616
Mount Columbia,38.9038441,-106.2974478,4284
Hahns Peak,40.842776,-106.9295893,3298
Mount Axtell,38.8378919,-107.0366828,3676
Tabeguache Peak,38.6256209,-106.2506089,4302
Trachyte Knob,38.7731142,-105.1065711,3314
Crestone Needle,37.9646991,-105.5767188,4318
Crestone Peaks,37.9668399,-105.5853471,4354
Rowe Peak,40.4904179,-105.6454193,4087
Mount Democrat,39.3394723,-106.1398604,4311
Maroon Bells,39.070673,-106.9888603,4311
Mount Pisgah,39.8064855,-105.5780664,3068
Mount Evans,39.5881224,-105.6437272,4339
Sunshine Peak,37.9227181,-107.4255595,4271
Red Mountain,37.978653,-107.3335503,3907
Pikes Peak,38.8405839,-105.0449035,4302
Kit Carson Mountain,37.9796989,-105.6026169,4324
Little Bear Peak,37.5665804,-105.4972025,4278
Signal Mountain,40.5255481,-105.5115242,3432
Baker Mountain,40.3815788,-105.9064798,3772
Specimen Mountain,40.4445688,-105.8085034,3805
Mount Neota,40.4826563,-105.8457913,3575
Bighorn Mountain,40.4296176,-105.6200991,3489
Mount Enentah,40.2553219,-105.7668597,3278
Beaver Mountain,40.3681965,-105.6450576,3201
Mount Wuh,40.3337359,-105.6607213,3276
Thatchtop,40.2791449,-105.6530498,3855
Flattop Mountain,40.3087194,-105.690079,3758
Taylor Peak,40.2746682,-105.6807858,4004
Snowdrift Peak,40.3103706,-105.7430317,3736
Longs Peak,40.2548614,-105.6162397,4347
Storm Peak,40.2655339,-105.6205485,4065
Estes Cone,40.2952556,-105.5672129,3354
Mount Bryant,40.2097012,-105.7880551,3355
Mount Wescott,40.2208449,-105.7521345,3181
Mount Cairns,40.2361882,-105.7473275,3314
Shadow Mountain,40.2267111,-105.8051922,3093
Chiefs Head Peak,40.2490788,-105.6411682,4127
Tanima Peak,40.2194067,-105.6610639,3789
Ouzel Peak,40.1856493,-105.6710414,3868
Copeland Mountain,40.1819398,-105.6463611,4012
Lookout Mountain,40.2266451,-105.564713,3255
Horsetooth Peak,40.2319228,-105.5599905,3151
Thunderbolt Peak,40.1073811,-105.6688818,3637
Mount Albion,40.0389004,-105.6170423,3845
Mount Alice,37.1235772,-118.4658549,3539
Antelope Peak,38.4700415,-119.5560486,3124
Mount Brewer,36.7083193,-118.4852329,4125
Burnt Mountain,36.9723081,-118.7285939,3237
Castle Peak,36.9873163,-118.8630268,3248
Cirque Mountain,38.1315459,-119.4589458,3261
Crater Mountain,36.9224799,-118.4209834,3918
Cross Mountain,36.7359642,-118.5032957,3709
Deerhorn Mountain,36.7129628,-118.4104496,4043
Dicks Peak,38.9004581,-120.1509004,3038
Disappointment Peak,37.0679033,-118.4675575,4244
Disaster Peak,38.4487431,-119.7336662,3054
Eagle Peak,38.1798461,-119.408612,3613
Eagle Peak,41.2835174,-120.200656,3016
Eagle Scout Peak,36.5457144,-118.5615779,3657
East Vidette,36.7438136,-118.4005552,3767
Mount Ericsson,36.6971529,-118.4144644,4149
Finger Peaks,38.0871973,-119.4072716,3496
Fish Valley Peak,38.4347216,-119.5701977,3222
Forsyth Peak,38.1575127,-119.5809295,3388
Gale Peak,37.5679873,-119.3870782,3258
Gaylor Peak,37.9190971,-119.2655456,3356
Mount Genevra,36.6833075,-118.4343247,3983
Glacier Monument,36.7982336,-118.5056305,3399
Goat Mountain,36.8694694,-118.5742113,3719
Grouse Mountain,38.162026,-119.4898759,3271
Haystack Peak,38.1058046,-119.6846469,3046
Headley Peak,37.6878721,-118.2865536,3858
Highland Peak,38.543624,-119.7555481,3332
Hogback Peak,36.8765682,-118.7115822,3379
Mount Hogue,37.7321473,-118.3045466,3884
Mount Hutchings,36.833244,-118.6007383,3281
Indian Peak,37.6913817,-118.3132414,3444
Mount Jepson,37.0888496,-118.4952691,4082
Jobs Peak,38.8578734,-119.8613833,3238
Kendrick Peak,38.1246605,-119.6389215,3163
Kennedy Mountain,36.8791156,-118.6681862,3484
Kettle Peak,38.1229446,-119.4285903,3348
Keynot Peak,36.7075305,-117.962338,3385
Kid Mountain,37.1018392,-118.4283272,3602
Lost Cannon Peak,38.405623,-119.5488329,3379
Michie Peak,38.1237587,-119.6560957,3161
Midway Mountain,36.6433251,-118.48371,4160
Milestone Mountain,36.6344742,-118.4845322,4149
Minarets,37.6603962,-119.1740398,3734
Monument Peak,38.9228302,-119.8976229,3066
New York Butte,36.6477945,-117.9325056,3246
North Guard,36.7165267,-118.4900379,4058
Potato Peak,38.2345845,-119.086822,3115
Red Mountain,37.522705,-118.734836,3495
Red Peak,38.3816651,-119.7429614,3050
Rickey Peak,38.2637004,-119.3812193,3086
Robinson Peak,38.1659487,-119.3864829,3286
