FEATURE_NAME,PRIM_LAT_DEC,PRIM_LONG_DEC,ELEV_IN_M
Tennessee Mountain,39.9335424,-105.5558439,3038
Bryan Mountain,39.940421,-105.6174067,3296
Bald Mountain,39.9944906,-105.6107174,3455
Caribou Hill,39.9780178,-105.5884085,3199
Klondike Mountain,39.9793081,-105.6035163,3282
Mineral Mountain,39.9629046,-105.5837504,3112
Boulder County Hill,39.9815667,-105.5658445,3112
Pomeroy Mountain,39.9932956,-105.5773399,3063
Thorodin Mountain,39.8845829,-105.428158,3214
Starr Peak,39.8935094,-105.4189783,3209
Mount Nystrom,39.8090505,-105.9018608,3856
Saint Louis Peak,39.7949801,-105.9386149,3736
Bills Peak,39.8557804,-105.9626778,3870
Byers Peak,39.8645727,-105.947484,3901
Red Mountain,39.7588364,-105.8386736,3756
Stanley Mountain,39.785583,-105.8228409,3817
Colorado Mines Peak,39.7949897,-105.764033,3809
Vasquez Peak,39.7960915,-105.8550001,3944
Twin Cones,39.8372852,-105.7861716,3675
Cone Mountain,39.7828715,-105.740893,3734
Red Elephant Hill,39.7767441,-105.6485613,3140
Fox Mountain,39.8328553,-105.6436889,3322
Mount Eva,39.8276127,-105.7189062,4003
Witter Peak,39.8145101,-105.7162558,3928
Breckinridge Peak,39.799145,-105.7242902,3930
Mount Flora,39.8048325,-105.7360837,4007
Parry Peak,39.8380364,-105.7133278,4076
Haystack Mountain,39.8669252,-105.6910585,3590
James Peak,39.8520053,-105.6902726,4058
Mount Bancroft,39.8373802,-105.7001204,4037
Kingston Peak,39.8475962,-105.6507826,3698
Pewabic Mountain,39.7689998,-105.5293912,3026
Bald Mountain,39.7924343,-105.554347,3045
Sheridan Hill,39.8204567,-105.6027037,3271
California Mountain,39.8683966,-105.5879168,3239
Montana Mountain,39.8576105,-105.598624,3336
Blackhawk Peak,39.8406002,-105.5473811,3102
Michigan Hill,39.8469089,-105.5635977,3175
Arizona Mountain,39.8496141,-105.5808125,3149
Idaho Hill,39.861337,-105.5826806,3212
Utah Hill,39.861742,-105.5629767,3202
Oregon Hill,39.8590818,-105.5576163,3321
Dakota Hill,39.8689665,-105.5532994,3333
Fairburn Mountain,39.860595,-105.5021521,3159
Black Hawk Mountain,39.7992064,-105.3972681,3042
Ely Hill,39.8048353,-105.4207554,3064
Tremont Mountain,39.8664026,-105.4366944,3166
Mount Trelease,39.695569,-105.9028218,3797
Coon Hill,39.6887702,-105.9456895,3886
Hagar Mountain,39.7102747,-105.9209853,4021
Pettingell Peak,39.7286355,-105.9046172,4130
Grizzly Peak,39.644111,-105.8486543,4089
Grays Peak,39.6337372,-105.8173702,4351
Mount Edwards,39.63632,-105.7940156,4218
Torreys Peak,39.6426923,-105.8211948,4348
Kelso Mountain,39.6588695,-105.8002759,4013
Baker Mountain,39.6607654,-105.8402538,3832
Ganley Mountain,39.6685557,-105.7763215,3930
Mount Sniktau,39.6784129,-105.8575207,4031
Woods Mountain,39.7304544,-105.8397217,3948
Engelmann Peak,39.7454702,-105.8006821,4077
Robeson Peak,39.7332287,-105.8062809,3996
Mount Parnassus,39.7200631,-105.822606,4141
Bard Peak,39.7203245,-105.8042516,4163
Silver Plume Mountain,39.7138696,-105.7669409,3798
Otter Mountain,39.6278081,-105.7323251,3893
Paines Mountain,39.6588697,-105.726384,3674
Little Sugarloaf Peak,39.6679375,-105.6908487,3453
Sugarloaf Peak,39.6496537,-105.6914032,3811
Independence Mountain,39.6808143,-105.6858269,3492
Alpine Peak,39.6861222,-105.6818318,3519
Pavillion Point,39.6955104,-105.7031418,3045
Griffith Mountain,39.7016478,-105.6738819,3527
Leavenworth Mountain,39.6847992,-105.7232866,3381
Columbia Mountain,39.7314375,-105.7126027,3322
Republican Mountain,39.7143234,-105.7352503,3774
Democrat Mountain,39.7200441,-105.7270681,3563
Woodchuck Peak,39.7152589,-105.6731128,3393
Saxon Mountain,39.7231824,-105.6692869,3516
Devils Nose,39.6596542,-105.5958895,3368
Goliath Peak,39.6403522,-105.5989227,3725
Porcupine Hill,39.6446379,-105.5490056,3112
Captain Mountain,39.6377763,-105.5293459,3013
Papoose Mountain,39.680045,-105.513043,3400
Chief Mountain,39.6757026,-105.522743,3570
Warrior Mountain,39.6753886,-105.5568059,3437
Alps Mountain,39.7277592,-105.59749,3220
Vance Peak,39.6644263,-105.4791532,3113
Hicks Mountain,39.6482626,-105.438723,3067
Mount Pence,39.6763872,-105.4264823,3022
Snyder Mountain,39.6714368,-105.4323158,3006
Mount Judge,39.6673993,-105.4563747,3134
Squaw Mountain,39.6790465,-105.4927859,3500
Wise Mountain,39.5113069,-105.9042758,3673
Independence Mountain,39.5816272,-105.9100876,3848
Bear Mountain,39.5721365,-105.9035495,3835
Keystone Mountain,39.5590468,-105.9104097,3785
Porcupine Peak,39.617024,-105.8987637,3601
Handcart Peak,39.5236838,-105.84545,3809
Radical Hill,39.5358966,-105.8656427,3769
Teller Mountain,39.5360917,-105.8568393,3848
Red Cone,39.5268955,-105.8220919,3901
Geneva Peak,39.5537902,-105.8235046,4040
Landslide Peak,39.552087,-105.8161545,4027
Sullivan Mountain,39.56297,-105.8287182,4004
Silver Mountain,39.5827914,-105.8215623,3918
Revenue Mountain,39.58338,-105.8084395,3930
Collier Mountain,39.5688695,-105.8369445,4015
Santa Fe Peak,39.5688695,-105.8369445,4015
Tiptop Peak,39.5876261,-105.8522657,3670
Morgan Peak,39.586763,-105.8452352,3797
Brittle Silver Mountain,39.5924773,-105.8219856,3723
Decatur Mountain,39.5947358,-105.7949982,3931
Cooper Mountain,39.6123814,-105.8279286,3895
Ruby Mountain,39.6165513,-105.8141645,4040
Mount Wilcox,39.6155399,-105.7573666,4091
Argentine Peak,39.6121037,-105.7772412,4185
Square Top Mountain,39.5926029,-105.7639108,4199
Arrowhead Mountain,39.5130367,-105.6913839,3419
Kataka Mountain,39.529376,-105.6609763,3796
Spearhead Mountain,39.510947,-105.6651217,3431
Epaulet Mountain,39.5707025,-105.63198,4126
Tahana Mountain,39.5449814,-105.6455488,3651
Geneva Mountain,39.5507682,-105.6938002,3760
Mount Bierstadt,39.5826432,-105.6687551,4285
Gray Wolf Mountain,39.6172034,-105.6606334,4146
Mount Warren,39.6051104,-105.633389,4053
Mount Spalding,39.6000308,-105.6569377,4224
Bandit Peak,39.5397136,-105.6043067,3796
Rosedale Peak,39.5584277,-105.5406096,3599
Rosalie Peak,39.5561589,-105.6064665,4138
Rogers Peak,39.6155008,-105.6175483,4077
Meridian Hill,39.5562885,-105.4863124,3503
Shadow Mountain,39.5602931,-105.4553708,3234
Black Mountain,39.5320058,-105.3981484,3273
Mineral Hill,39.4887114,-105.9940231,3315
Humbug Hill,39.4924806,-105.9713946,3383
Glacier Peak,39.4842964,-105.8839139,3921
Mount Guyot,39.4585882,-105.9378693,4075
Farncomb Hill,39.4823686,-105.956096,3465
Bald Mountain,39.4448809,-105.9705017,4175
Boreas Mountain,39.4061136,-105.9486366,3989
Whale Peak,39.4942594,-105.8666908,3978
Jefferson Hill,39.422863,-105.8341677,3202
Mount Logan,39.4957321,-105.6314035,3923
North Twin Cone Peak,39.4284267,-105.7021972,3757
Mount Blaine,39.4301142,-105.6805942,3747
South Twin Cone Peak,39.4149942,-105.6821096,3757
Kenosha Mountains,39.3680444,-105.6052819,3787
Split Rock,39.4394933,-105.5241333,3041
Shawnee Peak,39.396931,-105.5965086,3635
Little Baldy Mountain,39.3285936,-105.9480611,3703
Palmer Peak,39.3198953,-105.9897922,3806
Iron Mountain,39.3685311,-105.9852855,3507
Observatory Rock,39.2633704,-105.6964518,3062
North Tarryall Peak,39.3119272,-105.6104217,3629
Topaz Mountain,39.2852322,-105.5817038,3587
Windy Peak,39.3022842,-105.4398189,3650
Buffalo Peak,39.2755393,-105.3678501,3533
Green Mountain,39.3053111,-105.3001772,3176
Farnum Peak,39.1669349,-105.560003,3466
Sugarloaf Mountain,39.2286277,-105.5893318,3028
Bison Mountain,39.2384549,-105.497854,3789
South Tarryall Peak,39.1549845,-105.4408428,3414
McCurdy Mountain,39.219445,-105.4680234,3710
Badger Mountain,39.0491242,-105.5127035,3443
Pulver Mountain,39.0111134,-105.5170189,3210
Martland Peak,39.1008015,-105.5740949,3441
Schoolmarm Mountain,39.1152625,-105.5938597,3456
Rishaberger Mountain,39.1035029,-105.6136538,3186
Pilot Peak,39.1163737,-105.3935555,3229
Wild Oat Mesa,37.3919562,-107.9778526,3150
Cape Horn,37.3997451,-107.9194398,3162
Red Hill,37.4203444,-107.9446983,3251
Sliderock Mountain,37.4199771,-107.9225589,3282
Monument Hill,37.4393352,-107.9446115,3307
West Mountain,37.4499837,-107.5999855,3528
Middle Mountain,37.4697178,-107.5081231,3225
Slide Mountain,37.4327176,-107.4156416,3385
Grassy Point,37.4383804,-107.4816901,3137
Granite Peak,37.4689699,-107.4114753,3693
Three Sisters Peaks,37.4833825,-107.3979001,3617
Runlett Peak,37.4740888,-107.4783977,3446
Rock Mountain,37.4872033,-107.1329649,3101
Bear Mountain,37.4369406,-107.3625417,3189
Black Mountain,37.4410706,-107.0949075,3322
Pagosa Peak,37.443951,-107.0665925,3858
Eagle Mountain,37.4388614,-107.0148398,3660
Davis Mountain,37.4694433,-107.0805049,3587
Spruce Mountain,37.4757983,-107.0776855,3528
The Keyhole,37.4938932,-107.1192137,3231
Quien Sabe Mountain,37.4041495,-107.0211637,3127
Cherry Cairn,37.4677094,-107.0319355,3809
Baldy Mountain,37.3664551,-107.7845042,3003
Indian Mountain,37.3712782,-107.4789757,3191
Baldy Mountain,37.3494411,-107.4200419,3088
Horse Mountain,37.3081765,-107.2862962,3029
Devil Mountain,37.2839587,-107.2759761,3029
Ruby Peak,38.897158,-107.1277312,3857
Purple Peak,38.9125799,-107.1202953,3906
Mount Owen,38.9089855,-107.1248234,3976
Carfield Peak,38.9149629,-107.0960841,3682
Peeler Peak,38.9113352,-107.0859767,3723
Mount Emmons,38.8864523,-107.0511679,3774
Afley Peak,38.9210966,-107.1190124,3844
Oh-be-joyful Peak,38.9301357,-107.116833,3784
Hancock Peak,38.9351856,-107.1167471,3781
Schuylkill Mountain,38.9402463,-107.0884561,3697
Richmond Mountain,38.9505671,-107.1139977,3808
Cascade Mountain,38.9613346,-107.0982846,3564
Mineral Point,38.9709181,-107.1009979,3805
Augusta Mountain,38.9722236,-107.1060624,3824
Purple Mountain,38.9916511,-107.1033702,3946
Cinnamon Mountain,38.9946066,-107.0709567,3748
Mount Baldy,38.9935623,-107.0460613,3906
Anthracite Mesa,38.9619902,-107.0454414,3430
Gothic Mountain,38.9560236,-107.0106125,3848
Landsend Peak,38.7707996,-107.5518204,3297
Mount Lamborn,38.8028884,-107.5228666,3475
Coal Mountain,38.7869287,-107.4836567,3567
Three Knobs,38.7717196,-107.3989969,3008
Mount Gunnison,38.8119069,-107.382587,3871
West Beckwith Mountain,38.8600764,-107.2740584,3715
East Beckwith Mountain,38.8463154,-107.2232457,3789
Carbon Peak,38.7942043,-107.0433499,3684
Ohio Peak,38.8176211,-107.1211273,3738
South Saddle Peak,38.7051943,-107.5158797,3053
Saddle Mountain,38.7052514,-107.5158797,3053
Bald Mountain,38.6608617,-107.4100014,3593
Black Mesa,38.5919862,-107.3871861,3238
Tater Heap,38.7265184,-107.4238913,3348
Mount Guero,38.719608,-107.3858987,3674
Bonfisk Peak,38.6458643,-107.2693585,3542
Porcupine Cone,38.7163431,-107.3144672,3486
South Baldy Mountain,38.6653928,-107.196878,3775
Middle Baldy Mountain,38.6785056,-107.1919862,3841
Middle Baldy,38.6885058,-107.1950418,3873
North Baldy Mountain,38.7002494,-107.1873913,3916
West Elk Peak,38.7180944,-107.1992944,3975
Soap Mesa,38.5513739,-107.3600454,3062
Black Mountain,37.8368732,-107.2256405,3615
Hermit Peak,37.8042132,-107.2457551,3319
Minnie Mountain,37.8047521,-107.1845925,3284
Shotgun Mountain,37.766514,-107.1958745,3271
Bristol Head,37.7935139,-107.0549953,3872
Baldy Cinco,37.9553778,-107.1028807,4078
Snow Mesa,37.938825,-107.1063904,3775
Table Mountain,37.8980309,-107.0511077,3918
Horsethief Mountain,37.9068588,-107.2014065,3405
Gray Head,37.991274,-107.9730042,3346
Whipple Mountain,37.9945736,-107.9343503,3636
Hawn Mountain,37.984052,-107.9249689,3331
Diamond Hill,37.9374872,-107.9531117,3079
Sunshine Mesa,37.8830588,-107.931693,3076
Campbell Peak,37.9871078,-107.8549241,4025
Dallas Peak,37.9881106,-107.8236847,4184
Gilpin Peak,37.9863328,-107.7932571,4169
Greenback Mountain,37.9688765,-107.7950086,3955
Stony Mountain,37.9823959,-107.7713753,3873
Mount Emma,37.9748861,-107.790415,4137
Mendoza Peak,37.960879,-107.7783846,4039
Coonskin Mountain,37.9325048,-107.8330239,3223
Ajax Peak,37.9285995,-107.7556066,3895
Turkey Creek Mesa,37.8884525,-107.8537374,3368
Bald Mountain,37.8964111,-107.8467848,3615
Gold Hill,37.8942229,-107.8231291,3880
Palmyra Peak,37.8836674,-107.8292845,4052
Wasatch Mountain,37.8900056,-107.7958859,4129
Ballard Mountain,37.9117297,-107.7903084,3909
Ingram Peak,37.9147177,-107.7584275,3826
La Junta Peak,37.8967468,-107.7871469,4104
Three Needles,37.8899889,-107.7563128,4099
Potosi Peak,37.9897944,-107.74928,4200
Chicago Peak,37.9427661,-107.7441744,4067
Telluride Peak,37.9247616,-107.7357565,4114
Brown Mountain,37.9208227,-107.6378274,4062
United States Mountain,37.9565533,-107.7390025,3974
Hayden Mountain,37.9543991,-107.7025501,4028
Abrams Mountain,37.962228,-107.6405406,3902
Trico Peak,37.9053582,-107.7382341,4062
Red Mountain Number 2,37.9128347,-107.6824214,3724
Red Mountain Number 3,37.9015206,-107.6891098,3930
McMillan Peak,37.8800471,-107.6898801,3900
Red Mountain Number 1,37.9104026,-107.6622508,3834
Engineer Mountain,37.9702671,-107.5883179,4027
Dolly Varden Mountain,37.9920933,-107.5427834,3941
Gravel Mountain,37.9597458,-107.541031,4139
Houghton Mountain,37.9406807,-107.5863306,3980
Tuttle Mountain,37.9339292,-107.6127008,4021
Seigal Mountain,37.9571273,-107.5637874,4043
Denver Hill,37.95148,-107.5782333,3750
Cinnamon Mountain,37.9296446,-107.5458176,4061
Wood Mountain,37.9474562,-107.5380624,4162
Edith Mountain,37.9425072,-107.5127187,3848
Hurricane Peak,37.9147288,-107.6215242,4101
California Mountain,37.9182539,-107.6039062,4018
Hanson Peak,37.9079777,-107.6097073,4098
Bonita Peak,37.8970019,-107.6238741,4040
Emery Peak,37.8882556,-107.6210535,4054
Treasure Mountain,37.9124268,-107.5852482,3927
Eureka Mountain,37.8983981,-107.5826993,3939
Handies Peak,37.9129617,-107.5044497,4282
Jones Mountain,37.8964981,-107.5265017,4222
Niagara Peak,37.8892488,-107.5335107,4203
Crown Mountain,37.879879,-107.5367594,4139
Whitecross Mountain,37.9307323,-107.4932967,4124
Redcloud Peak,37.9409934,-107.4217338,4279
Seventyone Mountain,37.9379051,-107.2674572,3749
Grassy Mountain,37.9568272,-107.344062,3904
Wilson Peak,37.8602995,-107.9846517,4275
Gladstone Peak,37.845232,-107.9838829,4224
Mount Wilson,37.8392056,-107.9915763,4345
Sunshine Mountain,37.8583385,-107.9342234,3941
Lizard Head,37.8359064,-107.9506774,3967
San Bernardo Mountain,37.8464312,-107.9084099,3624
Cross Mountain,37.8321257,-107.9686907,3870
Black Face,37.8238031,-107.9214231,3700
Sheep Mountain,37.7853689,-107.885953,4018
Yellow Mountain,37.8186505,-107.8340711,4012
Lookout Peak,37.8622452,-107.78018,4161
South Lookout Peak,37.8361608,-107.7903092,4078
Pilot Knob,37.8116561,-107.8288145,4177
Golden Horn,37.8047287,-107.8246478,4194
Vermilion Peak,37.7993428,-107.8284737,4232
Fuller Peak,37.7959925,-107.8212942,4198
Ulysses S Grant Peak,37.8244338,-107.8072341,4190
San Miguel Peak,37.7791393,-107.8645229,4185
Grizzly Peak,37.7558974,-107.8618073,4185
Beattie Peak,37.7901932,-107.824648,4067
Rolling Mountain,37.7660672,-107.8260801,4172
Twin Sisters,37.771625,-107.785811,4091
Ohio Peak,37.860823,-107.6985762,3858
Storm Peak,37.8594787,-107.6475072,4106
Bear Mountain,37.7945769,-107.7328083,3955
Anvil Mountain,37.8377847,-107.7072735,3821
Kendall Mountain,37.793494,-107.6285958,4065
Sultan Mountain,37.7858409,-107.7037474,4078
Grand Turk,37.7772681,-107.6979031,4008
Tower Mountain,37.8574158,-107.6230625,4125
Dome Mountain,37.8608746,-107.5999851,4080
Macomber Peak,37.8476847,-107.6219503,4030
Middle Mountain,37.8477925,-107.5449844,3954
King Solomon Mountain,37.8078367,-107.5938741,4017
Hazelton Mountain,37.8018612,-107.6227218,3825
Round Mountain,37.7957566,-107.6136195,3932
Little Giant Peak,37.7967701,-107.5987026,4089
Galena Mountain,37.8278264,-107.5616943,4045
Green Mountain,37.7945716,-107.5618231,3980
Canby Mountain,37.7995886,-107.5460324,4102
Kendall Peak,37.7872134,-107.6183835,4102
Sugarloaf,37.7734945,-107.588575,3888
Whitehead Peak,37.7600764,-107.6065021,4043
Sheep Mountain,37.7833252,-107.5178262,4051
Greenhalgh Mountain,37.7850429,-107.5042566,4031
Carson Peak,37.8574071,-107.4020338,4163
Bent Peak,37.8606117,-107.3807386,4078
Pole Creek Mountain,37.7959782,-107.4311151,4176
Finger Mesa,37.7825865,-107.3218817,3750
Hermosa Peak,37.7098139,-107.9286491,3831
Blackhawk Mountain,37.6854881,-107.9874959,3868
Whitecap Mountain,37.6745699,-107.9940556,3773
Section Point,37.703215,-107.9578585,3635
Jura Knob,37.7372127,-107.8019988,3846
Grayrock Peak,37.6736929,-107.8630918,3814
Engineer Mountain,37.6992257,-107.8067202,3954
Potato Hill,37.6724748,-107.7665056,3616
North Twilight Peak,37.6691078,-107.7282583,3982
Snowdon Peak,37.7078884,-107.6888976,3986
Mount Garfield,37.6946805,-107.6362463,3984
Point Pun,37.6870556,-107.6302639,4008
Twilight Peak,37.6630987,-107.7270185,4008
South Twilight Peak,37.6592947,-107.7235992,3992
West Needle Mountain,37.6493688,-107.7213758,3978
Peak Fourteen,37.6525606,-107.6555636,3808
Peak Fifteen,37.6286041,-107.6360114,4153
Peak Sixteen,37.6288481,-107.6279127,4051
The Index,37.6442955,-107.6330417,4090
Animas Mountain,37.6431393,-107.6291956,4198
Pigeon Peak,37.632374,-107.6464193,4255
Turret Peak,37.627663,-107.6398372,4214
Little Finger,37.6283026,-107.6323799,4030
Peak One,37.6974588,-107.5573571,4140
Peak Two,37.7083196,-107.5762771,4098
Peak Three,37.6965003,-107.5774635,4104
Peak Four,37.6598569,-107.6075927,4086
Peak Five,37.6563598,-107.5957292,4040
Peak Six,37.6602707,-107.5850493,4172
Peak Seven,37.6677198,-107.5737878,4173
Peak Eight,37.671155,-107.5669934,4032
Peak Nine,37.6697152,-107.5600488,4085
Peak Ten,37.6432584,-107.588804,4090
Peak Eleven,37.6286043,-107.6058831,4116
Peak Thirteen,37.6405485,-107.6247725,4159
Electric Peak,37.6989661,-107.6172295,4051
Graystone Peak,37.6892161,-107.6191513,4114
Arrow Peak,37.6928042,-107.6101359,4212
Vestal Peak,37.689369,-107.6026786,4222
White Dome,37.7040406,-107.5467595,4151
Trinity Peaks,37.6849418,-107.5812249,4211
Storm King Peak,37.6764389,-107.5595148,4189
Mount Silex,37.6702708,-107.5480398,4153
Hunchback Mountain,37.7054233,-107.5314803,4005
Mount Nebo,37.6762062,-107.5083168,4025
The Heisspitz,37.664607,-107.6224226,4039
Gray Needle,37.646501,-107.5892804,4074
Jagged Mountain,37.6455657,-107.5839381,4214
Monitor Peak,37.6375499,-107.6251587,4165
Knife Point,37.6387801,-107.5946215,4032
Glacier Point,37.6260194,-107.6143668,4167
Twin Thumbs,37.6286579,-107.6086168,4067
Sunlight Peak,37.6272835,-107.595797,4284
Leviathan Peak,37.6529298,-107.5746223,4123
Vallecito Mountain,37.650322,-107.5663317,4092
The Guardian,37.6635194,-107.5403691,4151
Timber Hill,37.7477642,-107.4499184,3299
Rio Grande Pyramid,37.6795291,-107.3923524,4209
Simpson Mountain,37.7061047,-107.3513695,3932
Chief Mountain,37.636407,-107.2091444,3962
Antelope Mountain,37.7484534,-107.0503589,3097
Baldy Mountain,37.6885726,-107.1116843,3807
Castle Rock,37.6010803,-107.8312981,3184
Tank Mesa,37.5722723,-107.7077668,3616
Stag Mesa,37.5698235,-107.689774,3714
Lime Mesa,37.5595629,-107.6758634,3685
Mount Kennedy,37.588911,-107.6270602,3998
Mount Eolus,37.6216871,-107.6225967,4294
Windom Peak,37.621313,-107.5917613,4293
Jupiter Mountain,37.6124256,-107.5919938,4212
Hope Mountain,37.5997101,-107.591139,3967
Aztec Mountain,37.5916604,-107.6159476,4058
Bullion Mountain,37.5844779,-107.6039802,4015
Florida Mountain,37.581978,-107.5940669,3979
Mount Valois,37.5740927,-107.5846641,4018
Silver Mesa,37.5772449,-107.6028851,3903
Greylock Mountain,37.6176354,-107.5700488,4137
Grizzly Peak,37.6076296,-107.5818648,4171
Thunder Mountain,37.6047669,-107.5604969,3992
McCauley Peak,37.5974937,-107.5779973,4127
Echo Mountain,37.5914168,-107.571458,4054
Irving Peak,37.5947901,-107.5095346,4028
Sheep Mountain,37.5458599,-107.5575823,3979
Emerson Mountain,37.5569954,-107.565027,3984
Amherst Mountain,37.565102,-107.5594069,4017
Organ Mountain,37.5677721,-107.5536594,3970
Sheridan Mountain,37.5359809,-107.5846424,3893
Table Mountain,37.5471489,-107.4946626,3569
Mount Oso,37.6069953,-107.4935937,4171
Peters Peak,37.6158443,-107.4852173,4002
Buffalo Peak,37.6223638,-107.4842123,3879
Mesa Lato,37.610584,-107.4009817,3835
Granite Peak,37.6041671,-107.3413036,3269
Bald Mountain,37.551543,-107.3346577,3735
Flag Mountain,37.5418717,-107.3675005,3758
Cimarrona Peak,37.5783439,-107.2238104,3831
Piedra Peak,37.5751914,-107.0187953,3760
Palomino Mountain,37.5602763,-107.0450357,3724
Toner Mountain,37.507589,-107.1102715,3809
Sugarloaf Mountain,37.5251967,-107.0918747,3837
Red Mountain,37.5198295,-107.015633,3847
Storm King,38.3161028,-107.6367556,3483
Horse Mesa,38.3143963,-107.4359888,3078
High Mesa,38.2118544,-107.4915933,3505
Huntsman Mesa,38.2793648,-107.0201435,3077
Spruce Mountain,38.1708601,-107.9130234,3013
Horsefly Peak,38.1937633,-107.9317434,3155
Flat Top,38.1832834,-107.9393499,3096
Stealey Mountain,38.1504068,-107.6034251,3124
Courthouse Mountain,38.1352062,-107.5738519,3710
Dunsinane,38.1298184,-107.5391071,3885
Sheep Mountain,38.1590282,-107.4658818,4016
Alpine Plateau,38.2200973,-107.34806,3509
Baldy,38.2477655,-107.3483809,3387
Miller Hill,38.2056196,-107.0346531,3004
Polepatch Hill,38.1908219,-107.0061482,3161
Rudolph Hill,38.2228081,-107.044248,3089
Hayden Peak,38.0305419,-107.9090694,3957
North Pole Peak,38.0386817,-107.9150101,3719
Mount Ridgway,38.0135983,-107.7531056,4104
Teakettle Mountain,38.0004825,-107.7615238,4194
Mears Peak,38.0093395,-107.8620199,4103
Wolcott Mountain,38.0162838,-107.8474893,3977
Cirque Mountain,38.0038255,-107.7716743,4175
Twin Peaks,38.0275307,-107.6991518,3344
Sister Peak,38.0281433,-107.6885705,3157
Cascade Mountain,38.0378393,-107.6423774,3681
Whitehouse Mountain,38.0202385,-107.7379992,4114
Baldy Peak,38.1104328,-107.6813533,3235
Wildhorse Peak,38.0132545,-107.5775916,4037
Blackwall Mountain,38.0286241,-107.5648139,3983
Wetterhorn Peak,38.0606119,-107.5108819,4264
Coxcomb Peak,38.0799543,-107.5337897,4162
Redcliff,38.0871595,-107.5331686,4154
Precipice Peak,38.1191433,-107.5355828,4003
Broken Hill,38.0429023,-107.4717146,4036
Matterhorn Peak,38.065259,-107.4959462,4137
Uncompahgre Peak,38.0714529,-107.4625289,4361
Silver Mountain,38.106764,-107.449707,4180
Crystal Peak,38.0533814,-107.3737637,3937
Neoga Mountain,38.0332224,-107.3421822,3324
Station Eleven,38.024991,-107.2967117,3270
Mesa Seco,38.0332231,-107.2444457,3899
Cannibal Plateau,38.1065742,-107.2290596,3820
Mineral Mountain,38.0236422,-107.0056772,3687
Crested Butte,38.8833695,-106.9436442,3708
Teocalli Mountain,38.9605134,-106.8840913,4032
White Rock Mountain,38.980624,-106.9275539,4118
Avery Peak,38.9865745,-106.9751549,3862
Snodgrass Mountain,38.9328347,-106.9904212,3395
Pearl Mountain,38.9808127,-106.8341301,4073
Carbonate Hill,38.9659689,-106.825435,3873
Star Peak,38.9795131,-106.7995782,4123
Taylor Peak,38.9920964,-106.782527,4087
Crystal Peak,38.9645741,-106.7915529,3894
Mount Tilton,38.9710965,-106.7644707,3828
Timbered Hill,38.9544967,-106.8260121,3772
Hunters Hill,38.9461837,-106.7877938,3847
Italian Mountain,38.945074,-106.7524827,4069
American Flag Mountain,38.9325133,-106.7182302,3875
Forest Hill,38.8962584,-106.6786127,3795
Jenkins Mountain,38.9650308,-106.5430091,4097
Grizzly Peak,38.9425036,-106.5220916,4050
Red Mountain,38.7646566,-106.9402806,3553
Whetstone Mountain,38.8223093,-106.9799917,3811
Strand Hill,38.8737893,-106.8758566,3161
Round Mountain,38.7799871,-106.8533625,3317
East Cement Mountain,38.7900873,-106.7907965,3667
Cement Mountain,38.8072926,-106.8136386,3722
Point Lookout,38.8512145,-106.851163,3431
Paint Mountain,38.7655597,-106.6971593,3112
Baldy Mountain,38.7914831,-106.6557479,3552
South Matchless Mountain,38.8166975,-106.6616471,3728
Rocky Point,38.8632096,-106.636432,3589
Matchless Mountain,38.834087,-106.6451505,3778
Boston Peak,38.8521982,-106.7443404,3569
Manganese Peak,38.7829655,-106.7431849,3407
Park Cone,38.796554,-106.6028184,3687
Flat Top,38.7094612,-106.909414,3224
Henry Mountain,38.6855432,-106.6211323,4042
Broncho Mountain,38.6856607,-106.5893575,3906
Square Top Mountain,38.6795159,-106.6110463,3956
Fossil Mountain,38.6706368,-106.6060248,3886
Sheep Mountain,38.6567813,-106.5960246,3738
Terrible Mountain,38.6660756,-106.537548,3688
Green Mountain,38.6776658,-106.5076254,3875
Fairview Peak,38.6832545,-106.5368143,4027
Cameron Mountain,38.7038769,-106.5677974,3597
Cross Mountain,38.7259218,-106.5872852,3798
Lookout Mountain,38.5465446,-106.5607895,3382
Islet Mountain,38.623592,-106.552776,3349
West Mountain,38.6124211,-106.5432885,3235
Quartz Dome,38.5975382,-106.5687817,3445
Copper Mountain,38.5709223,-106.518759,3189
Ice Mountain,38.9149329,-106.4372168,4249
Mount Kreutzer,38.7567163,-106.415521,3993
Jones Mountain,38.7732688,-106.39403,4028
Winfield Peak,38.9758202,-106.481503,3983
Virginia Peak,38.9651537,-106.4829429,3986
Cross Mountain,38.9728484,-106.4266813,3926
Middle Mountain,38.9679485,-106.4306132,3979
Browns Peak,38.9558866,-106.43666,4120
Huron Peak,38.9455489,-106.4381146,4271
Granite Mountain,38.9403985,-106.4716396,3917
The Three Apostles,38.9148742,-106.437164,4249
Emerald Peak,38.9290437,-106.3811686,4236
Iowa Peak,38.9395884,-106.382833,4210
Missouri Mountain,38.9476104,-106.3785409,4286
Mount Belford,38.9605767,-106.3607818,4319
Mount Oxford,38.9647934,-106.3387735,4310
Waverly Mountain,38.9759545,-106.3238578,4053
Mount Harvard,38.9243492,-106.3206758,4391
Birthday Peak,38.8815278,-106.333945,3882
Mount Yale,38.8441725,-106.3139015,4326
Sheep Mountain,38.7916464,-106.2716341,3637
West Buffalo Peak,38.9919314,-106.1245077,4066
East Buffalo Peak,38.9872106,-106.1094516,4057
Marmot Peak,38.9402164,-106.1114818,3571
